agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
USGS	395846077040601	72019	120541	2013	12	11.302
USGS	395846077040601	72019	120541	2014	1	11.523
USGS	395846077040601	72019	120541	2014	2	11.336
USGS	395846077040601	72019	120541	2014	3	11.307
USGS	395846077040601	72019	120541	2014	4	11.398
USGS	395846077040601	72019	120541	2014	5	11.535
USGS	395846077040601	72019	120541	2014	6	11.915
USGS	395846077040601	72019	120541	2014	7	12.574
USGS	395846077040601	72019	120541	2014	8	12.359
USGS	395846077040601	72019	120541	2014	9	12.598
USGS	395846077040601	72019	120541	2014	10	12.184
USGS	395846077040601	72019	120541	2014	11	11.772
USGS	395846077040601	72019	120541	2014	12	11.344
USGS	395846077040601	72019	120541	2015	1	11.587
USGS	395846077040601	72019	120541	2015	2	11.876
USGS	395846077040601	72019	120541	2015	3	11.208
USGS	395846077040601	72019	120541	2015	4	11.538
USGS	395846077040601	72019	120541	2015	5	12.151
USGS	395846077040601	72019	120541	2015	6	11.611
USGS	395846077040601	72019	120541	2015	7	11.833
USGS	395846077040601	72019	120541	2015	8	12.254
USGS	395846077040601	72019	120541	2015	9	12.213
USGS	395846077040601	72019	120541	2015	10	11.672
USGS	395846077040601	72019	120541	2015	11	11.623
USGS	395846077040601	72019	120541	2015	12	11.386
USGS	395846077040601	72019	120541	2016	1	11.537
USGS	395846077040601	72019	120541	2016	2	11.077
USGS	395846077040601	72019	120541	2016	3	11.574
USGS	395846077040601	72019	120541	2016	4	11.83
USGS	395846077040601	72019	120541	2016	5	11.465
USGS	395846077040601	72019	120541	2016	6	12.11
USGS	395846077040601	72019	120541	2016	7	12.747
USGS	395846077040601	72019	120541	2016	8	12.886
USGS	395846077040601	72019	120541	2016	9	12.848
USGS	395846077040601	72019	120541	2016	10	12.525
USGS	395846077040601	72019	120541	2016	11	12.562
USGS	395846077040601	72019	120541	2016	12	12.004
USGS	395846077040601	72019	120541	2017	1	11.612
USGS	395846077040601	72019	120541	2017	2	11.799
USGS	395846077040601	72019	120541	2017	3	11.548
USGS	395846077040601	72019	120541	2017	4	11.66
USGS	395846077040601	72019	120541	2017	5	11.72
USGS	395846077040601	72019	120541	2017	6	12.241
USGS	395846077040601	72019	120541	2017	7	12.388
USGS	395846077040601	72019	120541	2017	8	12.265
USGS	395846077040601	72019	120541	2017	9	12.254
USGS	395846077040601	72019	120541	2017	10	12.056
USGS	395846077040601	72019	120541	2017	11	11.524
USGS	395846077040601	72019	120541	2017	12	11.901
USGS	395846077040601	72019	120541	2018	1	11.748
USGS	395846077040601	72019	120541	2018	2	11.218
USGS	395846077040601	72019	120541	2018	3	11.528
USGS	395846077040601	72019	120541	2018	4	11.431
USGS	395846077040601	72019	120541	2018	5	11.535
USGS	395846077040601	72019	120541	2018	6	11.892
USGS	395846077040601	72019	120541	2018	8	11.735
USGS	395846077040601	72019	120541	2018	9	11.405
USGS	395846077040601	72019	120541	2018	11	11.025
USGS	395846077040601	72019	120541	2018	12	11.301
USGS	395846077040601	72019	120541	2019	1	11.371
USGS	395846077040601	72019	120541	2019	2	11.285
USGS	395846077040601	72019	120541	2019	3	11.28
USGS	395846077040601	72019	120541	2019	4	11.505
USGS	395846077040601	72019	120541	2019	5	11.474
USGS	395846077040601	72019	120541	2019	6	12.096
USGS	395846077040601	72019	120541	2019	7	12.203
USGS	395846077040601	72019	120541	2019	8	12.515
USGS	395846077040601	72019	120541	2019	9	12.674
USGS	395846077040601	72019	120541	2019	10	12.355
USGS	395846077040601	72019	120541	2019	11	11.705
USGS	395846077040601	72019	120541	2019	12	11.528
USGS	395846077040601	72019	120541	2020	1	11.535
USGS	395846077040601	72019	120541	2020	2	11.567
USGS	395846077040601	72019	120541	2020	3	11.538
USGS	395846077040601	72019	120541	2020	4	11.542
USGS	395846077040601	72019	120541	2020	5	11.719
USGS	395846077040601	72019	120541	2020	6	12.233
USGS	395846077040601	72019	120541	2020	7	12.736
USGS	395846077040601	72019	120541	2020	9	12.889
USGS	395846077040601	72019	120541	2020	11	12.387
USGS	395846077040601	72019	120541	2020	12	11.872
USGS	395846077040601	72019	120541	2021	1	11.86
USGS	395846077040601	72019	120541	2021	2	11.694
USGS	395846077040601	72019	120541	2021	3	11.678
USGS	395846077040601	72019	120541	2021	4	11.759
USGS	395846077040601	72019	120541	2021	5	12.096
USGS	395846077040601	72019	120541	2021	6	12.507
USGS	395846077040601	72019	120541	2021	7	12.704
USGS	395846077040601	72019	120541	2021	8	12.854
USGS	395846077040601	72019	120541	2021	9	11.73
USGS	395846077040601	72019	120541	2021	10	11.999
USGS	395846077040601	72019	120541	2021	11	11.745
USGS	395846077040601	72019	120541	2021	12	12.129
